n;Task1;Task2;Task3
1332;4;3996;3548448
1333;4;3999;3553778
1334;4;4002;3559112
1335;4;4005;3564450
1336;4;4008;3569792
1337;4;4011;3575138
1338;4;4014;3580488
1339;4;4017;3585842
1340;4;4020;3591200
1341;4;4023;3596562
1342;4;4026;3601928
1343;4;4029;3607298
1344;4;4032;3612672
1345;4;4035;3618050
1346;4;4038;3623432
1347;4;4041;3628818
1348;4;4044;3634208
1349;4;4047;3639602
1350;4;4050;3645000
1351;4;4053;3650402
1352;4;4056;3655808
1353;4;4059;3661218
1354;4;4062;3666632
1355;4;4065;3672050
1356;4;4068;3677472
1357;4;4071;3682898
1358;4;4074;3688328
1359;4;4077;3693762
1360;4;4080;3699200
1361;4;4083;3704642
1362;4;4086;3710088
1363;4;4089;3715538
1364;4;4092;3720992
1365;4;4095;3726450
1366;4;4098;3731912
1367;4;4101;3737378
1368;4;4104;3742848
1369;4;4107;3748322
1370;4;4110;3753800
1371;4;4113;3759282
1372;4;4116;3764768
1373;4;4119;3770258
1374;4;4122;3775752
1375;4;4125;3781250
1376;4;4128;3786752
1377;4;4131;3792258
1378;4;4134;3797768
1379;4;4137;3803282
1380;4;4140;3808800
1381;4;4143;3814322
1382;4;4146;3819848
1383;4;4149;3825378
1384;4;4152;3830912
1385;4;4155;3836450
1386;4;4158;3841992
1387;4;4161;3847538
1388;4;4164;3853088
1389;4;4167;3858642
1390;4;4170;3864200
1391;4;4173;3869762
1392;4;4176;3875328
1393;4;4179;3880898
1394;4;4182;3886472
1395;4;4185;3892050
1396;4;4188;3897632
1397;4;4191;3903218
1398;4;4194;3908808
1399;4;4197;3914402
1400;4;4200;3920000
1401;4;4203;3925602
1402;4;4206;3931208
1403;4;4209;3936818
1404;4;4212;3942432
1405;4;4215;3948050
1406;4;4218;3953672
1407;4;4221;3959298
1408;4;4224;3964928
1409;4;4227;3970562
1410;4;4230;3976200
1411;4;4233;3981842
1412;4;4236;3987488
1413;4;4239;3993138
1414;4;4242;3998792
1415;4;4245;4004450
1416;4;4248;4010112
1417;4;4251;4015778
1418;4;4254;4021448
1419;4;4257;4027122
1420;4;4260;4032800
1421;4;4263;4038482
1422;4;4266;4044168
1423;4;4269;4049858
1424;4;4272;4055552
1425;4;4275;4061250
1426;4;4278;4066952
1427;4;4281;4072658
1428;4;4284;4078368
1429;4;4287;4084082
1430;4;4290;4089800
1431;4;4293;4095522
1432;4;4296;4101248
1433;4;4299;4106978
1434;4;4302;4112712
1435;4;4305;4118450
1436;4;4308;4124192
1437;4;4311;4129938
1438;4;4314;4135688
1439;4;4317;4141442
1440;4;4320;4147200
1441;4;4323;4152962
1442;4;4326;4158728
1443;4;4329;4164498
1444;4;4332;4170272
1445;4;4335;4176050
1446;4;4338;4181832
1447;4;4341;4187618
1448;4;4344;4193408
1449;4;4347;4199202
1450;4;4350;4205000
1451;4;4353;4210802
1452;4;4356;4216608
1453;4;4359;4222418
1454;4;4362;4228232
1455;4;4365;4234050
1456;4;4368;4239872
1457;4;4371;4245698
1458;4;4374;4251528
1459;4;4377;4257362
1460;4;4380;4263200
1461;4;4383;4269042
1462;4;4386;4274888
1463;4;4389;4280738
1464;4;4392;4286592
1465;4;4395;4292450
1466;4;4398;4298312
1467;4;4401;4304178
1468;4;4404;4310048
1469;4;4407;4315922
1470;4;4410;4321800
1471;4;4413;4327682
1472;4;4416;4333568
1473;4;4419;4339458
1474;4;4422;4345352
1475;4;4425;4351250
1476;4;4428;4357152
1477;4;4431;4363058
1478;4;4434;4368968
1479;4;4437;4374882
1480;4;4440;4380800
1481;4;4443;4386722
1482;4;4446;4392648
1483;4;4449;4398578
1484;4;4452;4404512
1485;4;4455;4410450
1486;4;4458;4416392
1487;4;4461;4422338
1488;4;4464;4428288
1489;4;4467;4434242
1490;4;4470;4440200
1491;4;4473;4446162
1492;4;4476;4452128
1493;4;4479;4458098
1494;4;4482;4464072
1495;4;4485;4470050
1496;4;4488;4476032
1497;4;4491;4482018
1498;4;4494;4488008
1499;4;4497;4494002
1500;4;4500;4500000
1501;4;4503;4506002
1502;4;4506;4512008
1503;4;4509;4518018
1504;4;4512;4524032
1505;4;4515;4530050
1506;4;4518;4536072
1507;4;4521;4542098
1508;4;4524;4548128
1509;4;4527;4554162
1510;4;4530;4560200
1511;4;4533;4566242
1512;4;4536;4572288
1513;4;4539;4578338
1514;4;4542;4584392
1515;4;4545;4590450
1516;4;4548;4596512
1517;4;4551;4602578
1518;4;4554;4608648
1519;4;4557;4614722
1520;4;4560;4620800
1521;4;4563;4626882
1522;4;4566;4632968
1523;4;4569;4639058
1524;4;4572;4645152
1525;4;4575;4651250
1526;4;4578;4657352
1527;4;4581;4663458
1528;4;4584;4669568
1529;4;4587;4675682
1530;4;4590;4681800
1531;4;4593;4687922
1532;4;4596;4694048
1533;4;4599;4700178
1534;4;4602;4706312
1535;4;4605;4712450
1536;4;4608;4718592
1537;4;4611;4724738
1538;4;4614;4730888
1539;4;4617;4737042
1540;4;4620;4743200
1541;4;4623;4749362
1542;4;4626;4755528
1543;4;4629;4761698
1544;4;4632;4767872
1545;4;4635;4774050
1546;4;4638;4780232
1547;4;4641;4786418
1548;4;4644;4792608
1549;4;4647;4798802
1550;4;4650;4805000
1551;4;4653;4811202
1552;4;4656;4817408
1553;4;4659;4823618
1554;4;4662;4829832
1555;4;4665;4836050
1556;4;4668;4842272
1557;4;4671;4848498
1558;4;4674;4854728
1559;4;4677;4860962
1560;4;4680;4867200
1561;4;4683;4873442
1562;4;4686;4879688
1563;4;4689;4885938
1564;4;4692;4892192
1565;4;4695;4898450
1566;4;4698;4904712
1567;4;4701;4910978
1568;4;4704;4917248
1569;4;4707;4923522
1570;4;4710;4929800
1571;4;4713;4936082
1572;4;4716;4942368
1573;4;4719;4948658
1574;4;4722;4954952
1575;4;4725;4961250
1576;4;4728;4967552
1577;4;4731;4973858
1578;4;4734;4980168
1579;4;4737;4986482
1580;4;4740;4992800
1581;4;4743;4999122
1582;4;4746;5005448
1583;4;4749;5011778
1584;4;4752;5018112
1585;4;4755;5024450
1586;4;4758;5030792
1587;4;4761;5037138
1588;4;4764;5043488
1589;4;4767;5049842
1590;4;4770;5056200
1591;4;4773;5062562
1592;4;4776;5068928
1593;4;4779;5075298
1594;4;4782;5081672
1595;4;4785;5088050
1596;4;4788;5094432
1597;4;4791;5100818
1598;4;4794;5107208
1599;4;4797;5113602
1600;4;4800;5120000
1601;4;4803;5126402
1602;4;4806;5132808
1603;4;4809;5139218
1604;4;4812;5145632
1605;4;4815;5152050
1606;4;4818;5158472
1607;4;4821;5164898
1608;4;4824;5171328
1609;4;4827;5177762
1610;4;4830;5184200
1611;4;4833;5190642
1612;4;4836;5197088
1613;4;4839;5203538
1614;4;4842;5209992
1615;4;4845;5216450
1616;4;4848;5222912
1617;4;4851;5229378
1618;4;4854;5235848
1619;4;4857;5242322
1620;4;4860;5248800
1621;4;4863;5255282
1622;4;4866;5261768
1623;4;4869;5268258
1624;4;4872;5274752
1625;4;4875;5281250
1626;4;4878;5287752
1627;4;4881;5294258
1628;4;4884;5300768
1629;4;4887;5307282
1630;4;4890;5313800
1631;4;4893;5320322
1632;4;4896;5326848
1633;4;4899;5333378
1634;4;4902;5339912
1635;4;4905;5346450
1636;4;4908;5352992
1637;4;4911;5359538
1638;4;4914;5366088
1639;4;4917;5372642
1640;4;4920;5379200
1641;4;4923;5385762
1642;4;4926;5392328
1643;4;4929;5398898
1644;4;4932;5405472
1645;4;4935;5412050
1646;4;4938;5418632
1647;4;4941;5425218
1648;4;4944;5431808
1649;4;4947;5438402
1650;4;4950;5445000
1651;4;4953;5451602
1652;4;4956;5458208
1653;4;4959;5464818
1654;4;4962;5471432
1655;4;4965;5478050
1656;4;4968;5484672
1657;4;4971;5491298
1658;4;4974;5497928
1659;4;4977;5504562
1660;4;4980;5511200
1661;4;4983;5517842
1662;4;4986;5524488
1663;4;4989;5531138
1664;4;4992;5537792
1665;4;4995;5544450
1666;4;4998;5551112
1667;4;5001;5557778
1668;4;5004;5564448
1669;4;5007;5571122
1670;4;5010;5577800
1671;4;5013;5584482
1672;4;5016;5591168
1673;4;5019;5597858
1674;4;5022;5604552
1675;4;5025;5611250
1676;4;5028;5617952
1677;4;5031;5624658
1678;4;5034;5631368
1679;4;5037;5638082
1680;4;5040;5644800
1681;4;5043;5651522
1682;4;5046;5658248
1683;4;5049;5664978
1684;4;5052;5671712
1685;4;5055;5678450
1686;4;5058;5685192
1687;4;5061;5691938
1688;4;5064;5698688
1689;4;5067;5705442
1690;4;5070;5712200
1691;4;5073;5718962
1692;4;5076;5725728
1693;4;5079;5732498
1694;4;5082;5739272
1695;4;5085;5746050
1696;4;5088;5752832
1697;4;5091;5759618
1698;4;5094;5766408
1699;4;5097;5773202
1700;4;5100;5780000
1701;4;5103;5786802
1702;4;5106;5793608
1703;4;5109;5800418
1704;4;5112;5807232
1705;4;5115;5814050
1706;4;5118;5820872
1707;4;5121;5827698
1708;4;5124;5834528
1709;4;5127;5841362
1710;4;5130;5848200
1711;4;5133;5855042
1712;4;5136;5861888
1713;4;5139;5868738
1714;4;5142;5875592
1715;4;5145;5882450
1716;4;5148;5889312
1717;4;5151;5896178
1718;4;5154;5903048
1719;4;5157;5909922
1720;4;5160;5916800
1721;4;5163;5923682
1722;4;5166;5930568
1723;4;5169;5937458
1724;4;5172;5944352
1725;4;5175;5951250
1726;4;5178;5958152
1727;4;5181;5965058
1728;4;5184;5971968
1729;4;5187;5978882
1730;4;5190;5985800
1731;4;5193;5992722
1732;4;5196;5999648
1733;4;5199;6006578
1734;4;5202;6013512
1735;4;5205;6020450
1736;4;5208;6027392
1737;4;5211;6034338
1738;4;5214;6041288
1739;4;5217;6048242
1740;4;5220;6055200
1741;4;5223;6062162
1742;4;5226;6069128
1743;4;5229;6076098
1744;4;5232;6083072
1745;4;5235;6090050
1746;4;5238;6097032
1747;4;5241;6104018
1748;4;5244;6111008
1749;4;5247;6118002
1750;4;5250;6125000
1751;4;5253;6132002
1752;4;5256;6139008
1753;4;5259;6146018
1754;4;5262;6153032
1755;4;5265;6160050
1756;4;5268;6167072
1757;4;5271;6174098
1758;4;5274;6181128
1759;4;5277;6188162
1760;4;5280;6195200
1761;4;5283;6202242
1762;4;5286;6209288
1763;4;5289;6216338
1764;4;5292;6223392
1765;4;5295;6230450
1766;4;5298;6237512
1767;4;5301;6244578
1768;4;5304;6251648
1769;4;5307;6258722
1770;4;5310;6265800
1771;4;5313;6272882
1772;4;5316;6279968
1773;4;5319;6287058
1774;4;5322;6294152
1775;4;5325;6301250
1776;4;5328;6308352
1777;4;5331;6315458
1778;4;5334;6322568
1779;4;5337;6329682
1780;4;5340;6336800
1781;4;5343;6343922
1782;4;5346;6351048
1783;4;5349;6358178
1784;4;5352;6365312
1785;4;5355;6372450
1786;4;5358;6379592
1787;4;5361;6386738
1788;4;5364;6393888
1789;4;5367;6401042
1790;4;5370;6408200
1791;4;5373;6415362
1792;4;5376;6422528
1793;4;5379;6429698
1794;4;5382;6436872
1795;4;5385;6444050
1796;4;5388;6451232
1797;4;5391;6458418
1798;4;5394;6465608
1799;4;5397;6472802
1800;4;5400;6480000
1801;4;5403;6487202
1802;4;5406;6494408
1803;4;5409;6501618
1804;4;5412;6508832
1805;4;5415;6516050
1806;4;5418;6523272
1807;4;5421;6530498
1808;4;5424;6537728
1809;4;5427;6544962
1810;4;5430;6552200
1811;4;5433;6559442
1812;4;5436;6566688
1813;4;5439;6573938
1814;4;5442;6581192
1815;4;5445;6588450
1816;4;5448;6595712
1817;4;5451;6602978
1818;4;5454;6610248
1819;4;5457;6617522
1820;4;5460;6624800
1821;4;5463;6632082
1822;4;5466;6639368
1823;4;5469;6646658
1824;4;5472;6653952
1825;4;5475;6661250
1826;4;5478;6668552
1827;4;5481;6675858
1828;4;5484;6683168
1829;4;5487;6690482
1830;4;5490;6697800
1831;4;5493;6705122
1832;4;5496;6712448
1833;4;5499;6719778
1834;4;5502;6727112
1835;4;5505;6734450
1836;4;5508;6741792
1837;4;5511;6749138
1838;4;5514;6756488
1839;4;5517;6763842
1840;4;5520;6771200
1841;4;5523;6778562
1842;4;5526;6785928
1843;4;5529;6793298
1844;4;5532;6800672
1845;4;5535;6808050
1846;4;5538;6815432
1847;4;5541;6822818
1848;4;5544;6830208
1849;4;5547;6837602
1850;4;5550;6845000
1851;4;5553;6852402
1852;4;5556;6859808
1853;4;5559;6867218
1854;4;5562;6874632
1855;4;5565;6882050
1856;4;5568;6889472
1857;4;5571;6896898
1858;4;5574;6904328
1859;4;5577;6911762
1860;4;5580;6919200
1861;4;5583;6926642
1862;4;5586;6934088
1863;4;5589;6941538
1864;4;5592;6948992
1865;4;5595;6956450
1866;4;5598;6963912
1867;4;5601;6971378
1868;4;5604;6978848
1869;4;5607;6986322
1870;4;5610;6993800
1871;4;5613;7001282
1872;4;5616;7008768
1873;4;5619;7016258
1874;4;5622;7023752
1875;4;5625;7031250
1876;4;5628;7038752
1877;4;5631;7046258
1878;4;5634;7053768
1879;4;5637;7061282
1880;4;5640;7068800
1881;4;5643;7076322
1882;4;5646;7083848
1883;4;5649;7091378
1884;4;5652;7098912
1885;4;5655;7106450
1886;4;5658;7113992
1887;4;5661;7121538
1888;4;5664;7129088
1889;4;5667;7136642
1890;4;5670;7144200
1891;4;5673;7151762
1892;4;5676;7159328
1893;4;5679;7166898
1894;4;5682;7174472
1895;4;5685;7182050
1896;4;5688;7189632
1897;4;5691;7197218
1898;4;5694;7204808
1899;4;5697;7212402
1900;4;5700;7220000
1901;4;5703;7227602
1902;4;5706;7235208
1903;4;5709;7242818
1904;4;5712;7250432
1905;4;5715;7258050
1906;4;5718;7265672
1907;4;5721;7273298
1908;4;5724;7280928
1909;4;5727;7288562
1910;4;5730;7296200
1911;4;5733;7303842
1912;4;5736;7311488
1913;4;5739;7319138
1914;4;5742;7326792
1915;4;5745;7334450
1916;4;5748;7342112
1917;4;5751;7349778
1918;4;5754;7357448
1919;4;5757;7365122
1920;4;5760;7372800
1921;4;5763;7380482
1922;4;5766;7388168
1923;4;5769;7395858
1924;4;5772;7403552
1925;4;5775;7411250
1926;4;5778;7418952
1927;4;5781;7426658
1928;4;5784;7434368
1929;4;5787;7442082
1930;4;5790;7449800
1931;4;5793;7457522
1932;4;5796;7465248
1933;4;5799;7472978
1934;4;5802;7480712
1935;4;5805;7488450
1936;4;5808;7496192
1937;4;5811;7503938
1938;4;5814;7511688
1939;4;5817;7519442
1940;4;5820;7527200
1941;4;5823;7534962
1942;4;5826;7542728
1943;4;5829;7550498
1944;4;5832;7558272
1945;4;5835;7566050
1946;4;5838;7573832
1947;4;5841;7581618
1948;4;5844;7589408
1949;4;5847;7597202
1950;4;5850;7605000
1951;4;5853;7612802
1952;4;5856;7620608
1953;4;5859;7628418
1954;4;5862;7636232
1955;4;5865;7644050
1956;4;5868;7651872
1957;4;5871;7659698
1958;4;5874;7667528
1959;4;5877;7675362
1960;4;5880;7683200
1961;4;5883;7691042
1962;4;5886;7698888
1963;4;5889;7706738
1964;4;5892;7714592
1965;4;5895;7722450
1966;4;5898;7730312
1967;4;5901;7738178
1968;4;5904;7746048
1969;4;5907;7753922
1970;4;5910;7761800
1971;4;5913;7769682
1972;4;5916;7777568
1973;4;5919;7785458
1974;4;5922;7793352
1975;4;5925;7801250
1976;4;5928;7809152
1977;4;5931;7817058
1978;4;5934;7824968
1979;4;5937;7832882
1980;4;5940;7840800
1981;4;5943;7848722
1982;4;5946;7856648
1983;4;5949;7864578
1984;4;5952;7872512
1985;4;5955;7880450
1986;4;5958;7888392
1987;4;5961;7896338
1988;4;5964;7904288
1989;4;5967;7912242
1990;4;5970;7920200
1991;4;5973;7928162
1992;4;5976;7936128
1993;4;5979;7944098
1994;4;5982;7952072
1995;4;5985;7960050
1996;4;5988;7968032
1997;4;5991;7976018
1998;4;5994;7984008
1999;4;5997;7992002
2000;4;6000;8000000
2001;4;6003;8008002
2002;4;6006;8016008
2003;4;6009;8024018
2004;4;6012;8032032
2005;4;6015;8040050
2006;4;6018;8048072
2007;4;6021;8056098
2008;4;6024;8064128
2009;4;6027;8072162
2010;4;6030;8080200
2011;4;6033;8088242
2012;4;6036;8096288
2013;4;6039;8104338
2014;4;6042;8112392
2015;4;6045;8120450
2016;4;6048;8128512
2017;4;6051;8136578
2018;4;6054;8144648
2019;4;6057;8152722
2020;4;6060;8160800
2021;4;6063;8168882
2022;4;6066;8176968
2023;4;6069;8185058
2024;4;6072;8193152
2025;4;6075;8201250
2026;4;6078;8209352
2027;4;6081;8217458
2028;4;6084;8225568
2029;4;6087;8233682
2030;4;6090;8241800
2031;4;6093;8249922
2032;4;6096;8258048
2033;4;6099;8266178
2034;4;6102;8274312
2035;4;6105;8282450
2036;4;6108;8290592
2037;4;6111;8298738
2038;4;6114;8306888
2039;4;6117;8315042
2040;4;6120;8323200
2041;4;6123;8331362
2042;4;6126;8339528
2043;4;6129;8347698
2044;4;6132;8355872
2045;4;6135;8364050
2046;4;6138;8372232
2047;4;6141;8380418
2048;4;6144;8388608
2049;4;6147;8396802
2050;4;6150;8405000
2051;4;6153;8413202
2052;4;6156;8421408
2053;4;6159;8429618
2054;4;6162;8437832
2055;4;6165;8446050
2056;4;6168;8454272
2057;4;6171;8462498
2058;4;6174;8470728
2059;4;6177;8478962
2060;4;6180;8487200
2061;4;6183;8495442
2062;4;6186;8503688
2063;4;6189;8511938
2064;4;6192;8520192
2065;4;6195;8528450
2066;4;6198;8536712
2067;4;6201;8544978
2068;4;6204;8553248
2069;4;6207;8561522
2070;4;6210;8569800
2071;4;6213;8578082
2072;4;6216;8586368
2073;4;6219;8594658
2074;4;6222;8602952
2075;4;6225;8611250
2076;4;6228;8619552
2077;4;6231;8627858
2078;4;6234;8636168
2079;4;6237;8644482
2080;4;6240;8652800
2081;4;6243;8661122
2082;4;6246;8669448
2083;4;6249;8677778
2084;4;6252;8686112
2085;4;6255;8694450
2086;4;6258;8702792
2087;4;6261;8711138
2088;4;6264;8719488
2089;4;6267;8727842
2090;4;6270;8736200
2091;4;6273;8744562
2092;4;6276;8752928
2093;4;6279;8761298
2094;4;6282;8769672
2095;4;6285;8778050
2096;4;6288;8786432
2097;4;6291;8794818
2098;4;6294;8803208
2099;4;6297;8811602
2100;4;6300;8820000
2101;4;6303;8828402
2102;4;6306;8836808
2103;4;6309;8845218
2104;4;6312;8853632
2105;4;6315;8862050
2106;4;6318;8870472
2107;4;6321;8878898
2108;4;6324;8887328
2109;4;6327;8895762
2110;4;6330;8904200
2111;4;6333;8912642
2112;4;6336;8921088
2113;4;6339;8929538
2114;4;6342;8937992
2115;4;6345;8946450
2116;4;6348;8954912
2117;4;6351;8963378
2118;4;6354;8971848
2119;4;6357;8980322
2120;4;6360;8988800
2121;4;6363;8997282
2122;4;6366;9005768
2123;4;6369;9014258
2124;4;6372;9022752
2125;4;6375;9031250
2126;4;6378;9039752
2127;4;6381;9048258
2128;4;6384;9056768
2129;4;6387;9065282
2130;4;6390;9073800
2131;4;6393;9082322
2132;4;6396;9090848
2133;4;6399;9099378
2134;4;6402;9107912
2135;4;6405;9116450
2136;4;6408;9124992
2137;4;6411;9133538
2138;4;6414;9142088
2139;4;6417;9150642
2140;4;6420;9159200
2141;4;6423;9167762
2142;4;6426;9176328
2143;4;6429;9184898
2144;4;6432;9193472
2145;4;6435;9202050
2146;4;6438;9210632
2147;4;6441;9219218
2148;4;6444;9227808
2149;4;6447;9236402
2150;4;6450;9245000
2151;4;6453;9253602
2152;4;6456;9262208
2153;4;6459;9270818
2154;4;6462;9279432
2155;4;6465;9288050
2156;4;6468;9296672
2157;4;6471;9305298
2158;4;6474;9313928
2159;4;6477;9322562
2160;4;6480;9331200
2161;4;6483;9339842
2162;4;6486;9348488
2163;4;6489;9357138
2164;4;6492;9365792
2165;4;6495;9374450
2166;4;6498;9383112
2167;4;6501;9391778
2168;4;6504;9400448
2169;4;6507;9409122
2170;4;6510;9417800
2171;4;6513;9426482
2172;4;6516;9435168
2173;4;6519;9443858
2174;4;6522;9452552
2175;4;6525;9461250
2176;4;6528;9469952
2177;4;6531;9478658
2178;4;6534;9487368
2179;4;6537;9496082
2180;4;6540;9504800
2181;4;6543;9513522
2182;4;6546;9522248
2183;4;6549;9530978
2184;4;6552;9539712
2185;4;6555;9548450
2186;4;6558;9557192
2187;4;6561;9565938
2188;4;6564;9574688
2189;4;6567;9583442
2190;4;6570;9592200
2191;4;6573;9600962
2192;4;6576;9609728
2193;4;6579;9618498
2194;4;6582;9627272
2195;4;6585;9636050
2196;4;6588;9644832
2197;4;6591;9653618
2198;4;6594;9662408
2199;4;6597;9671202
2200;4;6600;9680000
2201;4;6603;9688802
2202;4;6606;9697608
2203;4;6609;9706418
2204;4;6612;9715232
2205;4;6615;9724050
2206;4;6618;9732872
2207;4;6621;9741698
2208;4;6624;9750528
2209;4;6627;9759362
2210;4;6630;9768200
2211;4;6633;9777042
2212;4;6636;9785888
2213;4;6639;9794738
2214;4;6642;9803592
2215;4;6645;9812450
2216;4;6648;9821312
2217;4;6651;9830178
2218;4;6654;9839048
2219;4;6657;9847922
2220;4;6660;9856800
2221;4;6663;9865682
2222;4;6666;9874568
2223;4;6669;9883458
2224;4;6672;9892352
2225;4;6675;9901250
2226;4;6678;9910152
2227;4;6681;9919058
2228;4;6684;9927968
2229;4;6687;9936882
2230;4;6690;9945800
2231;4;6693;9954722
2232;4;6696;9963648
2233;4;6699;9972578
2234;4;6702;9981512
2235;4;6705;9990450
2236;4;6708;9999392
2237;4;6711;10008338
2238;4;6714;10017288
2239;4;6717;10026242
2240;4;6720;10035200
2241;4;6723;10044162
2242;4;6726;10053128
2243;4;6729;10062098
2244;4;6732;10071072
2245;4;6735;10080050
2246;4;6738;10089032
2247;4;6741;10098018
2248;4;6744;10107008
2249;4;6747;10116002
2250;4;6750;10125000
2251;4;6753;10134002
2252;4;6756;10143008
2253;4;6759;10152018
2254;4;6762;10161032
2255;4;6765;10170050
2256;4;6768;10179072
2257;4;6771;10188098
2258;4;6774;10197128
2259;4;6777;10206162
2260;4;6780;10215200
2261;4;6783;10224242
2262;4;6786;10233288
2263;4;6789;10242338
2264;4;6792;10251392
2265;4;6795;10260450
2266;4;6798;10269512
2267;4;6801;10278578
2268;4;6804;10287648
2269;4;6807;10296722
2270;4;6810;10305800
2271;4;6813;10314882
2272;4;6816;10323968
2273;4;6819;10333058
2274;4;6822;10342152
2275;4;6825;10351250
2276;4;6828;10360352
2277;4;6831;10369458
2278;4;6834;10378568
2279;4;6837;10387682
2280;4;6840;10396800
2281;4;6843;10405922
2282;4;6846;10415048
2283;4;6849;10424178
2284;4;6852;10433312
2285;4;6855;10442450
2286;4;6858;10451592
2287;4;6861;10460738
2288;4;6864;10469888
2289;4;6867;10479042
2290;4;6870;10488200
2291;4;6873;10497362
2292;4;6876;10506528
2293;4;6879;10515698
2294;4;6882;10524872
2295;4;6885;10534050
2296;4;6888;10543232
2297;4;6891;10552418
2298;4;6894;10561608
2299;4;6897;10570802
2300;4;6900;10580000
2301;4;6903;10589202
2302;4;6906;10598408
2303;4;6909;10607618
2304;4;6912;10616832
2305;4;6915;10626050
2306;4;6918;10635272
2307;4;6921;10644498
2308;4;6924;10653728
2309;4;6927;10662962
2310;4;6930;10672200
2311;4;6933;10681442
2312;4;6936;10690688
2313;4;6939;10699938
2314;4;6942;10709192
2315;4;6945;10718450
2316;4;6948;10727712
2317;4;6951;10736978
2318;4;6954;10746248
2319;4;6957;10755522
2320;4;6960;10764800
2321;4;6963;10774082
2322;4;6966;10783368
2323;4;6969;10792658
2324;4;6972;10801952
2325;4;6975;10811250
2326;4;6978;10820552
2327;4;6981;10829858
2328;4;6984;10839168
2329;4;6987;10848482
2330;4;6990;10857800
2331;4;6993;10867122
2332;4;6996;10876448
2333;4;6999;10885778
2334;4;7002;10895112
2335;4;7005;10904450
2336;4;7008;10913792
2337;4;7011;10923138
2338;4;7014;10932488
2339;4;7017;10941842
2340;4;7020;10951200
2341;4;7023;10960562
2342;4;7026;10969928
2343;4;7029;10979298
2344;4;7032;10988672
2345;4;7035;10998050
2346;4;7038;11007432
2347;4;7041;11016818
2348;4;7044;11026208
2349;4;7047;11035602
2350;4;7050;11045000
2351;4;7053;11054402
2352;4;7056;11063808
2353;4;7059;11073218
2354;4;7062;11082632
2355;4;7065;11092050
2356;4;7068;11101472
2357;4;7071;11110898
2358;4;7074;11120328
2359;4;7077;11129762
2360;4;7080;11139200
2361;4;7083;11148642
2362;4;7086;11158088
2363;4;7089;11167538
2364;4;7092;11176992
2365;4;7095;11186450
2366;4;7098;11195912
2367;4;7101;11205378
2368;4;7104;11214848
